amount,type,k_symbol,operation,datetime,age,account_id
707.85,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-08-11,79,12
1972.53,CREDIT,,CREDIT IN CASH,1993-08-12,79,12
4386.2,CREDIT,,CREDIT IN CASH,1993-08-14,79,12
2812.49,CREDIT,,CREDIT IN CASH,1993-08-18,79,12
97.54,CREDIT,INTEREST CREDITED,,1993-08-31,79,12
12.89,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-08-31,79,12
292.8,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-05,79,12
357.73,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-06,79,12
1401.57,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-08,79,12
223.18,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-09,79,12
1092.51,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-12,79,12
876.09,DEBIT,,CASH WITHDRAWAL,1993-09-13,79,12
58.91,CREDIT,INTEREST CREDITED,,1993-09-30,79,12
11.58,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-09-30,79,12
1705.81,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-06,79,12
561.59,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-08,79,12
1300.45,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-09,79,12
431.35,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-10-12,79,12
2091.37,CREDIT,,CREDIT IN CASH,1993-10-13,79,12
3395.69,CREDIT,,CREDIT IN CASH,1993-10-15,79,12
31.71,CREDIT,INTEREST CREDITED,,1993-10-31,79,12
9.93,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-10-31,79,12
379.84,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-11-04,79,12
888.08,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-06,79,12
342.5,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-11-09,79,12
1229.95,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-11,79,12
2139.05,CREDIT,,CREDIT IN CASH,1993-11-13,79,12
2330.09,CREDIT,,CREDIT IN CASH,1993-11-18,79,12
104.64,CREDIT,INTEREST CREDITED,,1993-11-30,79,12
10.02,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-11-30,79,12
409.5,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-12-05,79,12
735.28,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-12-08,79,12
154.01,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-12-10,79,12
829.72,DEBIT,,CASH WITHDRAWAL,1993-12-10,79,12
1396.29,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-06-21,59,13
17.62,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-06-30,59,13
104.64,CREDIT,INTEREST CREDITED,,1993-06-30,59,13
3484.86,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-07-05,59,13
2938.69,DEBIT,,CASH WITHDRAWAL,1993-07-15,59,13
3643.9,DEBIT,,CASH WITHDRAWAL,1993-07-18,59,13
25.51,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-07-31,59,13
181.84,CREDIT,INTEREST CREDITED,,1993-07-31,59,13
5988.1,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-08-06,59,13
11007.97,CREDIT,,CREDIT IN CASH,1993-08-26,59,13
22.4,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-08-31,59,13
125.65,CREDIT,INTEREST CREDITED,,1993-08-31,59,13
3837.45,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-05,59,13
10207.91,CREDIT,,CREDIT IN CASH,1993-09-12,59,13
3785.71,DEBIT,,CASH WITHDRAWAL,1993-09-22,59,13
7026.88,CREDIT,,CREDIT IN CASH,1993-09-22,59,13
14979.49,CREDIT,,CREDIT IN CASH,1993-09-23,59,13
29.55,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-09-30,59,13
91.54,CREDIT,INTEREST CREDITED,,1993-09-30,59,13
9730.59,CREDIT,,CREDIT IN CASH,1993-10-03,59,13
5270.74,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-06,59,13
952.97,DEBIT,,CREDIT CARD WITHDRAWAL,1993-10-21,59,13
16.71,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-10-31,59,13
85.31,CREDIT,INTEREST CREDITED,,1993-10-31,59,13
9741.7,CREDIT,,CREDIT IN CASH,1993-11-05,59,13
5078.85,DEBIT,,CASH WITHDRAWAL,1993-11-05,59,13
2649.89,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-05,59,13
6201.04,CREDIT,,CREDIT IN CASH,1993-11-21,59,13
19.74,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-11-30,59,13
125.39,CREDIT,INTEREST CREDITED,,1993-11-30,59,13
9937.11,CREDIT,,CREDIT IN CASH,1993-12-01,59,13
4201.19,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-12-06,59,13
13219.63,CREDIT,,CREDIT IN CASH,1993-12-07,59,13
815.88,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-12-09,59,13
8250.04,CREDIT,,CREDIT IN CASH,1993-12-14,59,13
3390.23,DEBIT,,CASH WITHDRAWAL,1993-12-18,59,13
6828.89,CREDIT,,CREDIT IN CASH,1993-12-23,59,13
4755.08,DEBIT,,CASH WITHDRAWAL,1993-12-24,59,13
9905.94,CREDIT,,CREDIT IN CASH,1993-12-24,59,13
3759.35,DEBIT,,CASH WITHDRAWAL,1993-12-25,59,13
6669.42,CREDIT,,CREDIT IN CASH,1993-12-26,59,13
16.87,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-12-31,59,13
98.26,CREDIT,INTEREST CREDITED,,1993-12-31,59,13
4702.1,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-01-05,59,13
13417.82,CREDIT,,CREDIT IN CASH,1994-01-06,59,13
779.81,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-01-07,59,13
5502.72,CREDIT,,CREDIT IN CASH,1994-01-09,59,13
5069.49,CREDIT,,CREDIT IN CASH,1994-01-15,59,13
6624.58,CREDIT,,CREDIT IN CASH,1994-01-18,59,13
9484.9,CREDIT,,CREDIT IN CASH,1994-01-24,59,13
6273.18,CREDIT,,CREDIT IN CASH,1994-01-25,59,13
3537.86,DEBIT,,CASH WITHDRAWAL,1994-01-26,59,13
9.44,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-01-31,59,13
114.87,CREDIT,INTEREST CREDITED,,1994-01-31,59,13
4462.93,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-02-05,59,13
704.3,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-02-05,59,13
1108.03,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-02-06,59,13
6388.43,CREDIT,,CREDIT IN CASH,1994-02-07,59,13
1844.62,DEBIT,,CASH WITHDRAWAL,1994-02-11,59,13
4809.31,CREDIT,,CREDIT IN CASH,1994-02-16,59,13
4992.09,DEBIT,,CASH WITHDRAWAL,1994-02-17,59,13
7991.99,CREDIT,,CREDIT IN CASH,1994-02-21,59,13
3692.08,DEBIT,,CASH WITHDRAWAL,1994-02-22,59,13
19.17,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-02-28,59,13
105.99,CREDIT,INTEREST CREDITED,,1994-02-28,59,13
6915.36,CREDIT,,CREDIT IN CASH,1994-03-05,59,13
1358.95,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-03-05,59,13
863.26,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-03-07,59,13
2779.87,DEBIT,,CASH WITHDRAWAL,1994-03-07,59,13
1805.47,DEBIT,,CASH WITHDRAWAL,1994-03-11,59,13
4558.87,CREDIT,,CREDIT IN CASH,1994-03-17,59,13
22.59,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-03-31,59,13
127.33,CREDIT,INTEREST CREDITED,,1994-03-31,59,13
10206.75,CREDIT,,CREDIT IN CASH,1994-04-05,59,13
2392.99,DEBIT,,CASH WITHDRAWAL,1994-04-05,59,13
2311.65,DEBIT,,CASH WITHDRAWAL,1994-04-07,59,13
2650.4,DEBIT,,CASH WITHDRAWAL,1994-04-07,59,13
2639.88,DEBIT,,CASH WITHDRAWAL,1994-04-16,59,13
5934.05,CREDIT,,CREDIT IN CASH,1994-04-18,59,13
18.73,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-04-30,59,13
38.63,CREDIT,INTEREST CREDITED,,1993-08-31,43,14
13.2,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-08-31,43,14
3296.74,DEBIT,,CASH WITHDRAWAL,1993-09-06,43,14
5550.28,DEBIT,,CASH WITHDRAWAL,1993-09-08,43,14
152.28,CREDIT,INTEREST CREDITED,,1993-09-30,43,14
16.21,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-09-30,43,14
4658.2,DEBIT,,CASH WITHDRAWAL,1993-10-04,43,14
11446.45,CREDIT,,CREDIT IN CASH,1993-10-09,43,14
4897.9,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-13,43,14
101.29,CREDIT,INTEREST CREDITED,,1993-10-31,43,14
13.37,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-10-31,43,14
4138.18,DEBIT,,CASH WITHDRAWAL,1993-11-03,43,14
1689.5,DEBIT,,CREDIT CARD WITHDRAWAL,1993-11-05,43,14
4830.02,DEBIT,,CASH WITHDRAWAL,1993-11-12,43,14
3145.83,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-14,43,14
137.92,CREDIT,INTEREST CREDITED,,1993-11-30,43,14
11.45,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-11-30,43,14
4311.03,DEBIT,,CASH WITHDRAWAL,1993-12-05,43,14
10380.76,CREDIT,,CREDIT IN CASH,1993-12-12,43,14
4475.35,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-12-14,43,14
4091.1,DEBIT,,CASH WITHDRAWAL,1993-12-19,43,14
8549.31,CREDIT,,CREDIT IN CASH,1993-12-24,43,14
142.88,CREDIT,INTEREST CREDITED,,1993-12-31,43,14
10.7,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-12-31,43,14
3900.15,DEBIT,,CASH WITHDRAWAL,1994-01-04,43,14
7773.32,CREDIT,,CREDIT IN CASH,1994-01-11,43,14
3583.63,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-01-13,43,14
3808.46,DEBIT,,CASH WITHDRAWAL,1994-01-19,43,14
122.94,CREDIT,INTEREST CREDITED,,1994-01-31,43,14
9.96,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-01-31,43,14
1884.57,DEBIT,,CREDIT CARD WITHDRAWAL,1994-02-01,43,14
4304.46,DEBIT,,CASH WITHDRAWAL,1994-02-04,43,14
4041.66,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-02-12,43,14
7183.93,CREDIT,,CREDIT IN CASH,1994-02-14,43,14
165.44,CREDIT,INTEREST CREDITED,,1994-02-28,43,14
9.04,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-02-28,43,14
2997.08,DEBIT,,CASH WITHDRAWAL,1994-03-05,43,14
3514.54,DEBIT,,CASH WITHDRAWAL,1994-03-07,43,14
3205.52,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-03-13,43,14
9407.61,CREDIT,,CREDIT IN CASH,1994-03-14,43,14
195.61,CREDIT,INTEREST CREDITED,,1994-03-31,43,14
8.64,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-03-31,43,14
4758.88,DEBIT,,CASH WITHDRAWAL,1994-04-04,43,14
1268.24,DEBIT,,CREDIT CARD WITHDRAWAL,1994-04-16,43,14
104.31,CREDIT,INTEREST CREDITED,,1994-04-30,43,14
10.43,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-04-30,43,14
2103.7,DEBIT,LOAN PAYMENT,REMITTANCE TO ANOTHER BANK,1994-05-02,43,14
4339.36,CREDIT,,CREDIT IN CASH,1994-05-12,43,14
2911.54,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-05-13,43,14
3145.78,DEBIT,,CASH WITHDRAWAL,1994-05-21,43,14
8599.95,CREDIT,,CREDIT IN CASH,1994-05-23,43,14
4889.94,DEBIT,,CASH WITHDRAWAL,1994-05-25,43,14
178.76,CREDIT,INTEREST CREDITED,,1994-05-31,43,14
13.41,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-05-31,43,14
4139.34,DEBIT,,CASH WITHDRAWAL,1994-06-03,43,14
6994.64,CREDIT,,CREDIT IN CASH,1994-06-13,43,14
4006.54,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-06-13,43,14
8122.96,CREDIT,,CREDIT IN CASH,1994-06-20,43,14
205.7,CREDIT,INTEREST CREDITED,,1994-06-30,43,14
13.04,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-06-30,43,14
112.88,CREDIT,INTEREST CREDITED,,1994-06-30,43,14
5022.52,DEBIT,,CASH WITHDRAWAL,1994-07-04,43,14
6554.03,CREDIT,,CREDIT IN CASH,1994-07-12,43,14
3243.82,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-07-14,43,14
7975.72,CREDIT,,CREDIT IN CASH,1994-07-23,43,14
157.58,CREDIT,INTEREST CREDITED,,1994-07-31,43,14
8.65,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-07-31,43,14
5153.42,DEBIT,,CASH WITHDRAWAL,1994-08-02,43,14
7092.99,CREDIT,,CREDIT IN CASH,1994-08-11,43,14
2988.11,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-08-13,43,14
7164.57,CREDIT,,CREDIT IN CASH,1994-08-14,43,14
9730.53,CREDIT,,CREDIT IN CASH,1994-08-18,43,14
155.33,CREDIT,INTEREST CREDITED,,1994-08-31,43,14
14.24,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-08-31,43,14
3625.08,DEBIT,,CASH WITHDRAWAL,1994-09-04,43,14
4362.55,DEBIT,,CASH WITHDRAWAL,1994-09-12,43,14
2355.38,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-09-14,43,14
91.61,CREDIT,INTEREST CREDITED,,1994-09-30,43,14
11.91,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-09-30,43,14
8570.98,CREDIT,,CREDIT IN CASH,1994-10-07,43,14
55.84,CREDIT,INTEREST CREDITED,,1993-06-05,60,15
10087.43,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-06-08,60,15
2778.87,DEBIT,,CASH WITHDRAWAL,1993-06-20,60,15
109.22,CREDIT,INTEREST CREDITED,,1993-06-30,60,15
13.32,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-06-30,60,15
90.84,CREDIT,INTEREST CREDITED,,1993-07-31,60,15
16.79,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-07-31,60,15
251.49,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-08-05,60,15
2957.14,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-08-07,60,15
4039.52,CREDIT,,CREDIT IN CASH,1993-08-23,60,15
87.96,CREDIT,INTEREST CREDITED,,1993-08-31,60,15
12.47,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-08-31,60,15
512.38,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-09-05,60,15
1126.97,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-09-08,60,15
3077.91,DEBIT,,CASH WITHDRAWAL,1993-09-21,60,15
107.22,CREDIT,INTEREST CREDITED,,1993-09-30,60,15
17.65,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-09-30,60,15
4981.58,CREDIT,,CREDIT IN CASH,1993-10-05,60,15
5029.03,CREDIT,,CREDIT IN CASH,1993-10-06,60,15
2352.49,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-10-07,60,15
3883.69,CREDIT,,CREDIT IN CASH,1993-10-10,60,15
4218.12,DEBIT,,CASH WITHDRAWAL,1993-10-22,60,15
135.54,CREDIT,INTEREST CREDITED,,1993-10-31,60,15
12.38,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-10-31,60,15
2941.9,CREDIT,,CREDIT IN CASH,1993-11-04,60,15
1622.7,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-05,60,15
9647.07,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-11-07,60,15
1381.68,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-11-08,60,15
6960.91,CREDIT,,CREDIT IN CASH,1993-11-12,60,15
8817.97,CREDIT,,COLLECTION FROM ANOTHER BANK,1993-11-14,60,15
3118.27,DEBIT,,CASH WITHDRAWAL,1993-11-23,60,15
5794.69,CREDIT,,CREDIT IN CASH,1993-11-25,60,15
114.74,CREDIT,INTEREST CREDITED,,1993-11-30,60,15
7.23,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-11-30,60,15
2993.23,CREDIT,,CREDIT IN CASH,1993-12-05,60,15
370.85,DEBIT, ,REMITTANCE TO ANOTHER BANK,1993-12-05,60,15
1210.22,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1993-12-07,60,15
4959.79,CREDIT,,CREDIT IN CASH,1993-12-10,60,15
108.65,CREDIT,INTEREST CREDITED,,1993-12-31,60,15
10.72,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1993-12-31,60,15
3449.13,CREDIT,,CREDIT IN CASH,1994-01-02,60,15
315.22,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-01-05,60,15
761.95,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-01-07,60,15
2836.7,DEBIT,,CASH WITHDRAWAL,1994-01-09,60,15
6583.74,CREDIT,,CREDIT IN CASH,1994-01-11,60,15
3211.21,DEBIT,,CASH WITHDRAWAL,1994-01-15,60,15
111.85,CREDIT,INTEREST CREDITED,,1994-01-31,60,15
13.18,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-01-31,60,15
255.93,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-02-03,60,15
3238.1,CREDIT,,CREDIT IN CASH,1994-02-06,60,15
1469.03,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-02-07,60,15
7040.75,CREDIT,,CREDIT IN CASH,1994-02-11,60,15
129.29,CREDIT,INTEREST CREDITED,,1994-02-28,60,15
11.4,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-02-28,60,15
414.62,DEBIT,,CREDIT CARD WITHDRAWAL,1994-03-04,60,15
360.89,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-03-05,60,15
296.42,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-03-05,60,15
1272.06,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-03-06,60,15
4754.56,CREDIT,,CREDIT IN CASH,1994-03-09,60,15
2617.0,DEBIT,,CASH WITHDRAWAL,1994-03-18,60,15
141.96,CREDIT,INTEREST CREDITED,,1994-03-31,60,15
10.76,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-03-31,60,15
286.33,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-04-05,60,15
1217.35,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-04-07,60,15
2907.64,CREDIT,,CREDIT IN CASH,1994-04-16,60,15
120.95,CREDIT,INTEREST CREDITED,,1994-04-30,60,15
11.36,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-04-30,60,15
256.31,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-05-05,60,15
2092.92,CREDIT,,CREDIT IN CASH,1994-05-07,60,15
575.27,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-05-08,60,15
5012.6,CREDIT,,CREDIT IN CASH,1994-05-10,60,15
6630.56,CREDIT,,CREDIT IN CASH,1994-05-13,60,15
3310.14,DEBIT,,CASH WITHDRAWAL,1994-05-18,60,15
2235.18,DEBIT,,CASH WITHDRAWAL,1994-05-23,60,15
103.2,CREDIT,INTEREST CREDITED,,1994-05-31,60,15
9.24,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-05-31,60,15
296.32,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-06-05,60,15
1242.35,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-06-07,60,15
378.61,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-06-09,60,15
1097.25,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-06-11,60,15
4710.34,CREDIT,,CREDIT IN CASH,1993-09-17,28,16
7092.6,CREDIT,,CREDIT IN CASH,1993-10-08,28,16
5630.65,CREDIT,,CREDIT IN CASH,1993-12-17,28,16
1.7,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-02-28,28,16
22.99,CREDIT,INTEREST CREDITED,,1994-03-08,28,16
672.71,DEBIT,,CASH WITHDRAWAL,1994-03-08,28,16
2243.53,DEBIT,,CASH WITHDRAWAL,1994-03-18,28,16
43.29,CREDIT,INTEREST CREDITED,,1994-03-31,28,16
11368.77,CREDIT,,CREDIT IN CASH,1994-04-01,28,16
3683.61,CREDIT,,CREDIT IN CASH,1994-04-04,28,16
1582.04,DEBIT,,CASH WITHDRAWAL,1994-04-05,28,16
214.81,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1994-04-05,28,16
387.53,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-04-07,28,16
4458.46,CREDIT,,CREDIT IN CASH,1994-04-08,28,16
2056.79,CREDIT,,CREDIT IN CASH,1994-04-18,28,16
90.42,CREDIT,INTEREST CREDITED,,1994-04-30,28,16
15.11,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-04-30,28,16
771.18,DEBIT,,CASH WITHDRAWAL,1994-05-04,28,16
1328.42,DEBIT,,CASH WITHDRAWAL,1994-05-05,28,16
161.7,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1994-05-06,28,16
159.32,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-05-07,28,16
2977.27,CREDIT,,CREDIT IN CASH,1994-05-09,28,16
1190.46,DEBIT,,CASH WITHDRAWAL,1994-05-11,28,16
3367.61,CREDIT,,CREDIT IN CASH,1994-05-13,28,16
770.5,DEBIT,,CASH WITHDRAWAL,1994-05-18,28,16
64.47,CREDIT,INTEREST CREDITED,,1994-05-31,28,16
14.79,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-05-31,28,16
229.1,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1994-06-02,28,16
2111.95,CREDIT,,CREDIT IN CASH,1994-06-04,28,16
1892.49,CREDIT,,CREDIT IN CASH,1994-06-06,28,16
278.1,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-06-06,28,16
185.09,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-06-08,28,16
1001.96,CREDIT,,CREDIT IN CASH,1994-06-08,28,16
1052.23,DEBIT,,CASH WITHDRAWAL,1994-06-08,28,16
962.73,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-06-14,28,16
3479.38,CREDIT,,CREDIT IN CASH,1994-06-23,28,16
107.36,CREDIT,INTEREST CREDITED,,1994-06-30,28,16
2778.28,DEBIT,,CASH WITHDRAWAL,1994-06-30,28,16
13.66,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-06-30,28,16
1822.75,CREDIT,,CREDIT IN CASH,1994-07-02,28,16
1858.85,CREDIT,,CREDIT IN CASH,1994-07-05,28,16
314.95,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-07-06,28,16
2036.95,CREDIT,,CREDIT IN CASH,1994-07-07,28,16
665.25,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-07-11,28,16
2935.28,CREDIT,,CREDIT IN CASH,1994-07-12,28,16
49.02,CREDIT,INTEREST CREDITED,,1994-07-28,28,16
6.73,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-07-31,28,16
14.6,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-07-31,28,16
935.28,DEBIT,,CASH WITHDRAWAL,1994-08-06,28,16
139.7,DEBIT,INSURANCE PAYMENT,REMITTANCE TO ANOTHER BANK,1994-08-07,28,16
1070.85,DEBIT,,CASH WITHDRAWAL,1994-08-08,28,16
1177.24,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-08-10,28,16
2774.2,CREDIT,,CREDIT IN CASH,1994-08-18,28,16
98.19,CREDIT,INTEREST CREDITED,,1994-08-31,28,16
8276.74,CREDIT,,CREDIT IN CASH,1994-08-31,28,16
14.2,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-08-31,28,16
260.22,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-09-05,28,16
335.97,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-09-08,28,16
4079.4,CREDIT,,CREDIT IN CASH,1994-09-08,28,16
1194.6,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-09-09,28,16
1935.98,DEBIT,,CASH WITHDRAWAL,1994-09-11,28,16
1180.19,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-09-13,28,16
4275.57,CREDIT,,CREDIT IN CASH,1994-09-17,28,16
104.06,CREDIT,INTEREST CREDITED,,1994-09-30,28,16
10.59,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-09-30,28,16
222.94,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-10-05,28,16
237.9,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-10-06,28,16
4503.39,CREDIT,,CREDIT IN CASH,1994-10-09,28,16
1160.52,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-10-11,28,16
61.79,CREDIT,INTEREST CREDITED,,1994-10-31,28,16
14.38,DEBIT,PAYMENT ON STATEMENT,CASH WITHDRAWAL,1994-10-31,28,16
1336.28,DEBIT,,CASH WITHDRAWAL,1994-11-02,28,16
1017.19,DEBIT,,CASH WITHDRAWAL,1994-11-05,28,16
268.81,DEBIT, ,REMITTANCE TO ANOTHER BANK,1994-11-06,28,16
3803.77,CREDIT,,CREDIT IN CASH,1994-11-07,28,16
1042.89,DEBIT,HOUSEHOLD,REMITTANCE TO ANOTHER BANK,1994-11-08,28,16
